Date,Date,Open,High,Low,Close,Adj Close,Volume
43692,8/15/2019,220.860001,221.559998,211.550003,215.639999,215.639999,8159600
43693,8/16/2019,216.660004,222.240005,216.020004,219.940002,219.940002,5098500
43696,8/19/2019,224.210007,227.830002,221.699997,226.830002,226.830002,5309600
43697,8/20/2019,227.619995,229.089996,224.539993,225.860001,225.860001,4125200
43698,8/21/2019,222.009995,223.220001,217.600006,220.830002,220.830002,7794300
43699,8/22/2019,222.800003,225.399994,218.220001,222.149994,222.149994,6559000
43700,8/23/2019,219.970001,221.169998,211,211.399994,211.399994,8538600
43703,8/26/2019,213.600006,215.020004,211.539993,215,215,5051900
43704,8/27/2019,215.740005,218.800003,212.029999,214.080002,214.080002,5416200
43705,8/28/2019,213.690002,217.25,212.309998,215.589996,215.589996,3225500
43706,8/29/2019,219,223.399994,218,221.710007,221.710007,5179500
43707,8/30/2019,229.149994,232.440002,224.210007,225.610001,225.610001,9320600
43711,9/3/2019,224.080002,228.949997,223.160004,225.009995,225.009995,5354100
43712,9/4/2019,226.889999,228.460007,219.210007,220.679993,220.679993,5761000
43713,9/5/2019,222.5,229.800003,220.850006,229.580002,229.580002,7395300
43714,9/6/2019,227.199997,229.639999,225.169998,227.449997,227.449997,4189400
43717,9/9/2019,230,233.759995,229.229996,231.789993,231.789993,4802700
43718,9/10/2019,230.800003,235.539993,228.940002,235.539993,235.539993,4883700
43719,9/11/2019,237.380005,248.169998,236,247.100006,247.100006,10042800
43720,9/12/2019,247.699997,253.5,244.399994,245.869995,245.869995,8581200
43721,9/13/2019,246.960007,248.449997,244.869995,245.199997,245.199997,5313100
43724,9/16/2019,246,247.429993,241.169998,242.809998,242.809998,4728100
43725,9/17/2019,242.470001,245.600006,240.369995,244.789993,244.789993,3865400
43726,9/18/2019,245,248.169998,242.369995,243.490005,243.490005,4170200
43727,9/19/2019,246,247.940002,244.839996,246.600006,246.600006,4795800
43728,9/20/2019,246.490005,246.949997,238.160004,240.619995,240.619995,6353000
43731,9/23/2019,240,245.179993,239.220001,241.229996,241.229996,4340200
43732,9/24/2019,241.520004,241.990005,222.610001,223.210007,223.210007,12891500
43733,9/25/2019,224.559998,228.979996,218.360001,228.699997,228.699997,9427100
43734,9/26/2019,230.660004,243.309998,227.399994,242.559998,242.559998,11884500
43735,9/27/2019,242.199997,248.710007,238.729996,242.130005,242.130005,11116400
43738,9/30/2019,243,243.979996,236.110001,240.869995,240.869995,5879800
43739,10/1/2019,241.5,245.949997,239.130005,244.690002,244.690002,6162600
43740,10/2/2019,243.289993,244.649994,239.429993,243.130005,243.130005,5631400
43741,10/3/2019,231.860001,234.479996,224.279999,233.029999,233.029999,15084500
43742,10/4/2019,231.610001,234.779999,228.070007,231.429993,231.429993,7995000
43745,10/7/2019,229.800003,238.559998,228.550003,237.720001,237.720001,8064200
43746,10/8/2019,235.869995,243.940002,234.5,240.050003,240.050003,8678200
43747,10/9/2019,241.320007,247.300003,240.649994,244.529999,244.529999,6894400
43748,10/10/2019,245.279999,249.279999,241.580002,244.740005,244.740005,6283300
43749,10/11/2019,247.149994,251.080002,246.809998,247.889999,247.889999,8475400
43752,10/14/2019,247.899994,258.549988,247.130005,256.959991,256.959991,10205000
43753,10/15/2019,257.700012,260,254.119995,257.890015,257.890015,6432800
43754,10/16/2019,257.390015,262.100006,256.920013,259.75,259.75,6684100
43755,10/17/2019,262.5,264.779999,260.170013,261.970001,261.970001,4769300
43756,10/18/2019,260.700012,262.799988,255.100006,256.950012,256.950012,5749800
43759,10/21/2019,258.329987,259.5,250.179993,253.5,253.5,5020300
43760,10/22/2019,254.320007,258.329987,250.850006,255.580002,255.580002,4600800
43761,10/23/2019,254.5,256.140015,251.350006,254.679993,254.679993,5261100
43762,10/24/2019,298.369995,304.929993,289.200012,299.679993,299.679993,29720900
43763,10/25/2019,297.720001,330,296.109985,328.130005,328.130005,30006100
43766,10/28/2019,327.540009,340.839996,322.600006,327.709991,327.709991,18870300
43767,10/29/2019,319.98999,324.299988,314.75,316.220001,316.220001,12684300
43768,10/30/2019,313,318.790009,309.970001,315.01001,315.01001,9641800
43769,10/31/2019,313.100006,319,313,314.920013,314.920013,5067000
43770,11/1/2019,316.320007,316.480011,309.799988,313.309998,313.309998,6383900
43773,11/4/2019,314.799988,321.940002,309.26001,317.470001,317.470001,8787000
43774,11/5/2019,319.619995,323.51001,316.119995,317.220001,317.220001,6943400
43775,11/6/2019,318,326.720001,314.5,326.579987,326.579987,7940900
43776,11/7/2019,329.140015,341.5,328.019989,335.540009,335.540009,14467300
43777,11/8/2019,334.5,337.459991,332.5,337.140015,337.140015,6069200
43780,11/11/2019,343.950012,349.190002,342,345.089996,345.089996,9986700
43781,11/12/2019,346.899994,350.369995,344.040009,349.929993,349.929993,7359400
43782,11/13/2019,355,356.329987,345.179993,346.109985,346.109985,8420100
43783,11/14/2019,346.109985,353.839996,342.910004,349.350006,349.350006,6464900
43784,11/15/2019,350.640015,352.799988,348.359985,352.170013,352.170013,4809000
43787,11/18/2019,352.920013,353.149994,346.100006,349.98999,349.98999,4400400
43788,11/19/2019,351.75,359.98999,347.799988,359.519989,359.519989,7724800
43789,11/20/2019,360,361.200012,349.570007,352.220001,352.220001,6725100
43790,11/21/2019,354.51001,360.839996,354,354.829987,354.829987,6110000
43791,11/22/2019,340.160004,341,330,333.040009,333.040009,16870600
43794,11/25/2019,344.320007,344.570007,334.459991,336.339996,336.339996,12339500
43795,11/26/2019,335.269989,335.5,327.100006,328.920013,328.920013,7947400
43796,11/27/2019,331.119995,333.929993,328.570007,331.290009,331.290009,5555600
43798,11/29/2019,331.109985,331.26001,327.5,329.940002,329.940002,2465600
43801,12/2/2019,329.399994,336.380005,328.690002,334.869995,334.869995,6074500
43802,12/3/2019,332.619995,337.910004,332.190002,336.200012,336.200012,6573700
43803,12/4/2019,337.75,337.859985,332.850006,333.029999,333.029999,5533000
43804,12/5/2019,332.829987,334.420013,327.25,330.369995,330.369995,3724600
43805,12/6/2019,335,338.859985,334.769989,335.890015,335.890015,7612400
43808,12/9/2019,336.589996,344.450012,335.079987,339.529999,339.529999,9023100
43809,12/10/2019,339.959991,350.730011,339.309998,348.839996,348.839996,8828300
43810,12/11/2019,351.880005,357.190002,351.089996,352.700012,352.700012,6897800
43811,12/12/2019,354.920013,362.73999,353.230011,359.679993,359.679993,7763900
43812,12/13/2019,361.049988,365.209991,354.640015,358.390015,358.390015,6570900
43815,12/16/2019,362.549988,383.609985,362.5,381.5,381.5,18174200
43816,12/17/2019,378.98999,385.5,375.899994,378.98999,378.98999,8496800
43817,12/18/2019,380.630005,395.220001,380.579987,393.149994,393.149994,14121000
43818,12/19/2019,397.320007,406.850006,396.5,404.040009,404.040009,18107100
43819,12/20/2019,410.290009,413,400.190002,405.589996,405.589996,14752700
43822,12/23/2019,411.779999,422.01001,410,419.220001,419.220001,13319600
43823,12/24/2019,418.359985,425.470001,412.690002,425.25,425.25,8054700
43825,12/26/2019,427.910004,433.480011,426.350006,430.940002,430.940002,10633900
43826,12/27/2019,435,435.309998,426.109985,430.380005,430.380005,9945700
43829,12/30/2019,428.790009,429,409.26001,414.700012,414.700012,12586400
43830,12/31/2019,405,421.290009,402.079987,418.329987,418.329987,10285700
43832,1/2/2020,424.5,430.700012,421.709991,430.26001,430.26001,9532100
43833,1/3/2020,440.5,454,436.920013,443.01001,443.01001,17778500
43836,1/6/2020,440.470001,451.559998,440,451.540009,451.540009,10133000
43837,1/7/2020,461.399994,471.630005,453.359985,469.059998,469.059998,17882100
43838,1/8/2020,473.700012,498.48999,468.230011,492.140015,492.140015,31144300
43839,1/9/2020,497.100006,498.799988,472.869995,481.339996,481.339996,28440400
43840,1/10/2020,481.790009,484.940002,473.700012,478.149994,478.149994,12959500
43843,1/13/2020,493.5,525.630005,492,524.859985,524.859985,26517600
43844,1/14/2020,544.26001,547.409973,524.900024,537.919983,537.919983,28996200
43845,1/15/2020,529.76001,537.840027,516.789978,518.5,518.5,17368800
43846,1/16/2020,493.75,514.460022,492.170013,513.48999,513.48999,21736700
43847,1/17/2020,507.609985,515.669983,503.160004,510.5,510.5,13629100
43851,1/21/2020,530.25,548.580017,528.409973,547.200012,547.200012,17803500
43852,1/22/2020,571.890015,594.5,559.099976,569.559998,569.559998,31369000
43853,1/23/2020,564.25,582,555.599976,572.200012,572.200012,19651000
43854,1/24/2020,570.630005,573.859985,554.26001,564.820007,564.820007,14353600
43857,1/27/2020,541.98999,564.440002,539.280029,558.02002,558.02002,13608100
43858,1/28/2020,568.48999,576.809998,558.080017,566.900024,566.900024,11788500
43859,1/29/2020,575.690002,589.799988,567.429993,580.98999,580.98999,17801500
43860,1/30/2020,632.419983,650.880005,618,640.809998,640.809998,29005700
43861,1/31/2020,640,653,632.52002,650.570007,650.570007,15719300
43864,2/3/2020,673.690002,786.140015,673.52002,780,780,47233500
43865,2/4/2020,882.960022,968.98999,833.880005,887.059998,887.059998,60938800
43866,2/5/2020,823.26001,845.97998,704.109985,734.700012,734.700012,48423800
43867,2/6/2020,699.919983,795.830017,687,748.960022,748.960022,39880800
43868,2/7/2020,730.549988,769.75,730,748.070007,748.070007,17063500
43871,2/10/2020,800,819.98999,752.400024,771.280029,771.280029,24689200
43872,2/11/2020,768.789978,783.51001,758,774.380005,774.380005,11697500
43873,2/12/2020,777.869995,789.75,763.369995,767.289978,767.289978,12022500
43874,2/13/2020,741.840027,818,735,804,804,26289300
43875,2/14/2020,787.219971,812.969971,785.5,800.030029,800.030029,15693700
43879,2/18/2020,841.599976,860,832.359985,858.400024,858.400024,16381700
43880,2/19/2020,923.5,944.780029,901.02002,917.419983,917.419983,25423000
43881,2/20/2020,911.950012,912,859.940002,899.409973,899.409973,17634900
43882,2/21/2020,906.97998,913.059998,880.450012,901,901,14314800
43885,2/24/2020,839,863.5,822.200012,833.789978,833.789978,15192200
43886,2/25/2020,849,856.599976,787,799.909973,799.909973,17290500
43887,2/26/2020,782.5,813.309998,776.109985,778.799988,778.799988,14085500
43888,2/27/2020,730,739.77002,669,679,679,24149300
43889,2/28/2020,629.700012,690.52002,611.52002,667.98999,667.98999,24564200
43892,3/2/2020,711.26001,743.690002,686.669983,743.619995,743.619995,20195000
43893,3/3/2020,805,806.97998,716.109985,745.51001,745.51001,25784000
43894,3/4/2020,763.960022,766.52002,724.72998,749.5,749.5,15049000
43895,3/5/2020,723.77002,745.75,718.070007,724.539978,724.539978,10852700
43896,3/6/2020,690,707,684.27002,703.47998,703.47998,12662900
43899,3/9/2020,605.390015,663,605,608,608,17073700
43900,3/10/2020,659.429993,668,608,645.330017,645.330017,15594400
43901,3/11/2020,640.200012,653.580017,613,634.22998,634.22998,13322500
43902,3/12/2020,580.890015,594.5,546.25,560.549988,560.549988,18909100
43903,3/13/2020,595,607.570007,502,546.619995,546.619995,22640300
43906,3/16/2020,469.5,494.869995,442.170013,445.070007,445.070007,20489500
43907,3/17/2020,440.01001,471.850006,396,430.200012,430.200012,23994600
43908,3/18/2020,389,404.859985,350.51001,361.220001,361.220001,23786200
43909,3/19/2020,374.700012,452,358.459991,427.640015,427.640015,30195500
43910,3/20/2020,438.200012,477,425.790009,427.529999,427.529999,28285500
43913,3/23/2020,433.600006,442,410.5,434.290009,434.290009,16454500
43914,3/24/2020,477.299988,513.690002,474,505,505,22895200
43915,3/25/2020,545.25,557,511.109985,539.25,539.25,21222700
43916,3/26/2020,547.390015,560,512.25,528.159973,528.159973,17380700
43917,3/27/2020,505,525.799988,494.029999,514.359985,514.359985,14377400
43920,3/30/2020,510.26001,516.650024,491.230011,502.130005,502.130005,11998100
43921,3/31/2020,501.25,542.960022,497,524,524,17771500
43922,4/1/2020,504,513.950012,475.100006,481.559998,481.559998,13353200
43923,4/2/2020,481.029999,494.26001,446.399994,454.470001,454.470001,19858400
43924,4/3/2020,509.5,515.48999,468.390015,480.01001,480.01001,22562100
43927,4/6/2020,511.200012,521,497.959991,516.23999,516.23999,14901800
43928,4/7/2020,545,565,532.340027,545.450012,545.450012,17919800
43929,4/8/2020,554.200012,557.210022,533.330017,548.840027,548.840027,12656000
43930,4/9/2020,562.090027,575.179993,557.109985,573,573,13650000
43934,4/13/2020,590.159973,652,580.530029,650.950012,650.950012,22475400
43935,4/14/2020,698.969971,741.880005,692.429993,709.890015,709.890015,30576500
43936,4/15/2020,742,753.130005,710,729.830017,729.830017,23577000
43937,4/16/2020,716.940002,759.450012,706.719971,745.210022,745.210022,20657900
43938,4/17/2020,772.280029,774.950012,747.659973,753.890015,753.890015,13128200
43941,4/20/2020,732.700012,765.570007,712.210022,746.359985,746.359985,14746600
43942,4/21/2020,730.119995,753.330017,673.789978,686.719971,686.719971,20209100
43943,4/22/2020,703.97998,734,688.710022,732.109985,732.109985,14224800
43944,4/23/2020,727.599976,734,703.130005,705.630005,705.630005,13236700
43945,4/24/2020,710.809998,730.72998,698.179993,725.150024,725.150024,13237600
43948,4/27/2020,737.609985,799.48999,735,798.75,798.75,20681400
43949,4/28/2020,795.640015,805,756.690002,769.119995,769.119995,15222000
43950,4/29/2020,790.169983,803.200012,783.159973,800.51001,800.51001,16216000
43951,4/30/2020,855.190002,869.820007,763.5,781.880005,781.880005,28400100
43952,5/1/2020,755,772.77002,683.039978,701.320007,701.320007,32531800
43955,5/4/2020,701,762,698,761.190002,761.190002,19237100
43956,5/5/2020,789.789978,798.919983,762.179993,768.210022,768.210022,16991700
43957,5/6/2020,776.5,789.799988,761.109985,782.580017,782.580017,11123200
43958,5/7/2020,777.210022,796.400024,772.349976,780.039978,780.039978,11527700
43959,5/8/2020,793.77002,824,787.01001,819.419983,819.419983,16130100
43962,5/11/2020,790.51001,824,785,811.289978,811.289978,16471100
43963,5/12/2020,827,843.289978,808,809.409973,809.409973,15906900
43964,5/13/2020,820.830017,826,763.299988,790.960022,790.960022,19065500
43965,5/14/2020,780,803.359985,764,803.330017,803.330017,13682200
43966,5/15/2020,790.349976,805.049988,786.549988,799.169983,799.169983,10518400
43969,5/18/2020,827.780029,834.719971,803.880005,813.630005,813.630005,11698100
43970,5/19/2020,815.169983,822.070007,806.080017,808.01001,808.01001,9636500
43971,5/20/2020,820.5,826,811.799988,815.559998,815.559998,7309300
43972,5/21/2020,816,832.5,796,827.599976,827.599976,12254600
43973,5/22/2020,822.169983,831.780029,812,816.880005,816.880005,9987500
43977,5/26/2020,834.5,834.599976,815.710022,818.869995,818.869995,8089700
43978,5/27/2020,820.859985,827.710022,785,820.22998,820.22998,11549500
43979,5/28/2020,813.51001,824.75,801.690002,805.809998,805.809998,7255600
43980,5/29/2020,808.75,835,804.210022,835,835,11812500
43983,6/1/2020,858,899,854.099976,898.099976,898.099976,14939500
43984,6/2/2020,894.700012,908.659973,871,881.559998,881.559998,13565600
43985,6/3/2020,888.119995,897.940002,880.099976,882.960022,882.960022,7949500
43986,6/4/2020,889.880005,895.75,858.440002,864.380005,864.380005,8887700
43987,6/5/2020,877.840027,886.52002,866.200012,885.659973,885.659973,7811900
43990,6/8/2020,919,950,909.159973,949.919983,949.919983,14174700
43991,6/9/2020,940.01001,954.440002,923.929993,940.669983,940.669983,11388200
43992,6/10/2020,991.880005,1027.47998,982.5,1025.050049,1025.050049,18563400
43993,6/11/2020,990.200012,1018.960022,972,972.840027,972.840027,15916500
43994,6/12/2020,980,987.97998,912.599976,935.280029,935.280029,16730200
43997,6/15/2020,917.789978,998.840027,908.5,990.900024,990.900024,15697200
43998,6/16/2020,1011.849976,1012.880005,962.390015,982.130005,982.130005,14051100
43999,6/17/2020,987.710022,1005,982.570007,991.789978,991.789978,9869400
44000,6/18/2020,1003,1019.200012,994.469971,1003.960022,1003.960022,9751900
44001,6/19/2020,1012.780029,1015.969971,991.340027,1000.900024,1000.900024,8679700
44004,6/22/2020,999.950012,1008.880005,990.02002,994.320007,994.320007,6362400
44005,6/23/2020,998.880005,1012,994.01001,1001.780029,1001.780029,6365300
44006,6/24/2020,994.109985,1000.880005,953.140015,960.849976,960.849976,10959600
44007,6/25/2020,954.27002,985.97998,937.150024,985.97998,985.97998,9254500
44008,6/26/2020,994.780029,995,954.869995,959.73999,959.73999,8854900
44011,6/29/2020,969.01001,1010,948.52002,1009.349976,1009.349976,9026400
44012,6/30/2020,1006.5,1087.689941,1003.72998,1079.810059,1079.810059,16918500
44013,7/1/2020,1083,1135.329956,1080.5,1119.630005,1119.630005,13326900
44014,7/2/2020,1221.47998,1228,1185.599976,1208.660034,1208.660034,17250100
44018,7/6/2020,1276.689941,1342,1266.043945,1325.969971,1325.969971,13495735
